Title,Date,Category,Link
"AG Healey Returns $500,000 to Masshealth in Settlement With Springfield Dentist Over Alleged Improper Billing","August 21, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-healey-returns-500000-to-masshealth-in-settlement-with-springfield-dentist-over-alleged-improper-billing/
"Owner of Hudson County Medical Equipment Supply Store Pleads Guilty To $100,000 from Medicaid Fraud Scam","August 21, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-hudson-county-medical-equipment-supply-store-pleads-guilty-to-100000-from-medicaid-fraud-scam-2/
Doctor & Owner of Multiple Home Health Companies Sentenced in a nearly $60 Million Medicare Fraud Scheme,"August 18, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-owner-of-multiple-home-health-companies-sentenced-in-a-nearly-60-million-medicare-fraud-scheme/
Houston Home Health Agency Owner Sentenced to 480 Months in Prison for Conspiring to Defraud Medicare and Medicaid of More Than $17 Million,"August 18, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-home-health-agency-owner-sentenced-to-480-months-in-prison-for-conspiring-to-defraud-medicare-and-medicaid-of-more-than-17-million/
Compounding Pharmacy Sales Representative Pleads Guilty to Prescription Fraud Conspiracy,"August 17, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/compounding-pharmacy-sales-representative-pleads-guilty-to-prescription-fraud-conspiracy/
Mylan Agrees to Pay $465 Million to Resolve False Claims Act Liability,"August 17, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mylan-agrees-to-pay-465-million-to-resolve-false-claims-act-liability/
Cardiologist Admits Billing Veterans Affairs For Hundreds Of Bogus Medical Procedures,"August 16, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cardiologist-admits-billing-veterans-affairs-for-hundreds-of-bogus-medical-procedures/
Utah Laboratory Settles Case Involving Select Agent Regulations,"August 15, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/utah-laboratory-settles-case-involving-select-agent-regulations/
Chicago Podiatrist Sentenced for Health Care Fraud Charges,"August 15, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/chicago-podiatrist-sentenced-for-health-care-fraud-charges-2/
"A.G. Schneiderman Announces 5-Month Jail Sentence For Unlicensed Dentist Following ""Operation Toothache""","August 15, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-5-month-jail-sentence-for-unlicensed-dentist-following-operation-toothache/
A.G. Schneiderman Announces Sentencing Of Former Head Nurse For Covering Up Neglect Of Nursing Home Resident,"August 15, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-sentencing-of-former-head-nurse-for-covering-up-neglect-of-nursing-home-resident/
Michigan Laboratory Settles Case Involving Select Agent Regulations,"August 14, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/michigan-laboratory-settles-case-involving-select-agent-regulations/
Cleveland Doctor Sentenced in Hospice Fraud Case,"August 14, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cleveland-doctor-sentenced-in-hospice-fraud-case/
Former Medical Doctor And Business Partner Indicted For $7.1 Million Medicare Health Care Fraud Scheme,"August 14, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-medical-doctor-and-business-partner-indicted-for-71-million-medicare-health-care-fraud-scheme/
OSF St. Francis Hospital & Medical Group Agreed to Pay $1.1 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Physical Therapy Services Provided by Ineligible Personnel Ineligible,"August 14, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/osf-st-francis-hospital-medical-group-agreed-to-pay-11-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-physical-therapy-services-provided-by-ineligible-personnel-ineligible/
Essex County Pediatrician Sentenced to Prison for Medicaid Fraud,"August 14, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/essex-county-pediatrician-sentenced-to-prison-for-medicaid-fraud/
Georgia Woman Charged with TennCare Fraud,"August 14, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/georgia-woman-charged-with-tenncare-fraud/
Wilson Co. Woman Charged 2nd Time with TennCare Fraud,"August 14, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/wilson-co-woman-charged-2nd-time-with-tenncare-fraud-2/
Texas Home Health Company Settles Case Involving Excluded Individual,"August 11, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-home-health-company-settles-case-involving-excluded-individual/
Owner of Home Health Agency Sentenced to 75 Years in Prison for Involvement in $13 Million Medicare Fraud Conspiracy,"August 11, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-agency-sentenced-to-75-years-in-prison-for-involvement-in-13-million-medicare-fraud-conspiracy/
CEO Indicted For Wire Fraud And Aggravated Identity Theft,"August 10, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ceo-indicted-for-wire-fraud-and-aggravated-identity-theft/
Nurse-Practitioner Found Guilty of Federal Charges for Illegally Distributing Oxycodone and Money Laundering,"August 10, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-found-guilty-of-federal-charges-for-illegally-distributing-oxycodone-and-money-laundering/
Registered Nurse Who Owned Two Houston Home Health Companies Convicted in $20 Million Medicare Fraud Scheme,"August 10, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/registered-nurse-who-owned-two-houston-home-health-companies-convicted-in-20-million-medicare-fraud-scheme/
Rutledge Announces Arrest of Little Rock Woman for Medicaid Fraud,"August 10, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-arrest-of-little-rock-woman-for-medicaid-fraud/
Attorney General Laxalt Announces Sentencing of Employee of Medicaid Provider,"August 10, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-laxalt-announces-sentencing-of-employee-of-medicaid-provider/
Dallas Doctor Sentenced on Health Care Fraud Conviction,"August 9, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dallas-doctor-sentenced-on-health-care-fraud-conviction/
Jury Convicts Leader of Nationwide Identity Theft and IRS Tax Fraud Scheme,"August 9, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/jury-convicts-leader-of-nationwide-identity-theft-and-irs-tax-fraud-scheme/
Rhea Co. Woman Charged 2nd Time with TennCare Drug Fraud,"August 9, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rhea-co-woman-charged-2nd-time-with-tenncare-drug-fraud/
Woman Pleads Guilty to Medicaid Fraud and Identity Theft Charges,"August 9, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/woman-pleads-guilty-to-medicaid-fraud-and-identity-theft-charges/
Attorney General Chris Carr Announces Two Indicted for Medicaid Fraud in Bulloch County,"August 8, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-chris-carr-announces-two-indicted-for-medicaid-fraud-in-bulloch-county/
Palm Harbor Oncologist Sentenced To Nearly Six Years For Treating Patients With Unapproved Cancer Drugs,"August 7, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/palm-harbor-oncologist-sentenced-to-nearly-six-years-for-treating-patients-with-unapproved-cancer-drugs/
Pitt County Behavioral Health President Pleads Guilty to Medicaid Fraud Conspiracy and Perjury Charges,"August 4, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pitt-county-behavioral-health-president-pleads-guilty-to-medicaid-fraud-conspiracy-and-perjury-charges/
Navicent Settles Ambulance Fraud Claims For Over $2.5MM,"August 3, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/navicent-settles-ambulance-fraud-claims-for-over-25mm/
Operators of Bogus Medical Clinics Charged in Conspiracy to Divert Massive Amounts of Prescription Narcotics to the Black Market,"August 3, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operators-of-bogus-medical-clinics-charged-in-conspiracy-to-divert-massive-amounts-of-prescription-narcotics-to-the-black-market/
"Dentist Arrested for Defrauding Medicaid Out of More Than $16,000","August 3, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dentist-arrested-for-defrauding-medicaid-out-of-more-than-16000/
Illinois State Police Medicaid Fraud Control Bureau Investigations Lead to Vendor Fraud Convictions,"August 3, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/illinois-state-police-medicaid-fraud-control-bureau-investigations-lead-to-vendor-fraud-convictions/
"Atlanta Pain Clinic and its owner agree to pay $250,000 to resolve allegations that they violated the False Claims Act","August 2, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/atlanta-pain-clinic-and-its-owner-agree-to-pay-250000-to-resolve-allegations-that-they-violated-the-false-claims-act/
Attorney General Laxalt Announces Sentencing of Home Health Worker,"August 2, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-laxalt-announces-sentencing-of-home-health-worker-3/
Jefferson Co. Woman Charged with TennCare Fraud,"August 2, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/jefferson-co-woman-charged-with-tenncare-fraud/
"Nurse Practitioner Health Services Agreed to Pay $22,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","August 1, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-health-services-agreed-to-pay-22000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Rutledge Announces Arrest of Jacksonville Women for Medicaid Fraud,"July 31, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-arrest-of-jacksonville-women-for-medicaid-fraud/
UMC Physician Network Services Agreed to Pay $3.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Upcoded Claims and Claims for Improper Evaluation and Management Services,"July 27, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/umc-physician-network-services-agreed-to-pay-33-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-upcoded-claims-and-claims-for-improper-evaluation-and-management-services/
Denver Woman Sentenced To 46 Months' Imprisonment For Health Care Fraud,"July 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/denver-woman-sentenced-to-46-months-imprisonment-for-health-care-fraud/
Former Home Healthcare Nurse Sentenced for Medicaid Fraud in Case that Resulted in Minor's Death,"July 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-home-healthcare-nurse-sentenced-for-medicaid-fraud-in-case-that-resulted-in-minors-death/
Marshall County physician indicted on health care fraud charges,"July 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/marshall-county-physician-indicted-on-health-care-fraud-charges/
Rowlett Woman Sentenced to 48 Months in Federal Prison for Role in Healthcare Fraud Conspiracy,"July 26, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rowlett-woman-sentenced-to-48-months-in-federal-prison-for-role-in-healthcare-fraud-conspiracy/
Franklin Co. Man Charged with TennCare Drug Fraud,"July 26, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/franklin-co-man-charged-with-tenncare-drug-fraud/
Celgene Agrees to Pay $280 Million to Resolve Fraud Allegations Related to Promotion of Cancer Drugs Not Approved by FDA,"July 25, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/celgene-agrees-to-pay-280-million-to-resolve-fraud-allegations-related-to-promotion-of-cancer-drugs-not-approved-by-fda/
Attorney General Laxalt Announces Sentencing of Medicaid Provider Business,"July 25, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-laxalt-announces-sentencing-of-medicaid-provider-business/
Owner Of Tampa Parathyroid Practice Agrees To Pay $4 Million To Resolve False Claims Act Allegations,"July 24, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-tampa-parathyroid-practice-agrees-to-pay-4-million-to-resolve-false-claims-act-allegations/
"Pain Management Group Agrees To Pay $312,000 To Resolve False Claims Act And Overpayment Allegations","July 24, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-management-group-agrees-to-pay-312000-to-resolve-false-claims-act-and-overpayment-allegations/
Luitpold Pharmaceuticals and American Regent Agreed to Pay $1.2 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to a Physician and Practice in the Form of Payments Made for an Anemia Management Pilot Program,"July 21, 2017",CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/luitpold-pharmaceuticals-and-american-regent-agreed-to-pay-12-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-a-physician-and-practice-in-the-form-of-payments-made-for-an-anemia-management-pilot-program/
Utah Pain Doctor and Medical Practice Settle False and Fraudulent Medicare Claims Case,"July 21, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/utah-pain-doctor-and-medical-practice-settle-false-and-fraudulent-medicare-claims-case/
Baton Rouge Home Health Company Settles False Claims Act Case For $1.7 Million,"July 21, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baton-rouge-home-health-company-settles-false-claims-act-case-for-17-million/
Houston Physician Convicted of Conspiracy in $1.5 Million Medicare Fraud Scheme,"July 21, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-physician-convicted-of-conspiracy-in-15-million-medicare-fraud-scheme/
Rutledge Announces Oklahoma Man Sentenced for Medicaid Fraud,"July 21, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-oklahoma-man-sentenced-for-medicaid-fraud/
Nine Miami-Dade Assisted Living Facility Owners Sentenced to Federal Prison for Receipt of Health Care Kickbacks,"July 19, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nine-miami-dade-assisted-living-facility-owners-sentenced-to-federal-prison-for-receipt-of-health-care-kickbacks/
Two University of Missouri Physicians Plead Guilty to Health Care Fraud,"July 19, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-university-of-missouri-physicians-plead-guilty-to-health-care-fraud/
"Danville Doctor Pleads Guilty to Healthcare Fraud, Tax Evasion Charges","July 18, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/danville-doctor-pleads-guilty-to-healthcare-fraud-tax-evasion-charges/
Manhattan U.S. Attorney Announces $4.4 Million Settlement Of Civil Lawsuit Against VNS Choice For Improper Collection Of Medicaid Payments,"July 17, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-announces-44-million-settlement-of-civil-lawsuit-against-vns-choice-for-improper-collection-of-medicaid-payments/
Three Companies and Their Executives Pay $19.5 Million to Resolve False Claims Act Allegations Pertaining to Rehabilitation Therapy and Hospice Services,"July 17, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-companies-and-their-executives-pay-195-million-to-resolve-false-claims-act-allegations-pertaining-to-rehabilitation-therapy-and-hospice-services/
Senior Executives Of Medical Drug Re-Packager Plead Guilty To Defrauding Healthcare Providers,"July 14, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/senior-executives-of-medical-drug-re-packager-plead-guilty-to-defrauding-healthcare-providers/
Southern District Of Georgia Announces Participation in National Health Care Fraud Takedown,"July 14, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/southern-district-of-georgia-announces-participation-in-national-health-care-fraud-takedown/
Clinical Psychologist and Owner of Psychological Services Centers Sentenced to 264 Months for Roles in $25 Million Psychological Testing Scheme Carried out Through Eight Companies in Four States,"July 14, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clinical-psychologist-and-owner-of-psychological-services-centers-sentenced-to-264-months-for-roles-in-25-million-psychological-testing-scheme-carried-out-through-eight-companies-in-four-states/
Hamblen Co. Woman Charged 2nd Time with TennCare Fraud,"July 14, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hamblen-co-woman-charged-2nd-time-with-tenncare-fraud/
Putnam Co. Woman Charged with TennCare Drug Fraud,"July 14, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/putnam-co-woman-charged-with-tenncare-drug-fraud/
"As Part of National Health Care Fraud Takedown, Federal Prosecutors in Los Angeles Charge 14 Defendants in Fraud Schemes that Allegedly Cost Public Healthcare Programs nearly $150 Million","July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/as-part-of-national-health-care-fraud-takedown-federal-prosecutors-in-los-angeles-charge-14-defendants-in-fraud-schemes-that-allegedly-cost-public-healthcare-programs-nearly-150-million/
Baton Rouge-Based Medicare Fraud Strike Force Announces Charges Against Four More Individuals For Health Care Fraud And Related Offenses,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/baton-rouge-based-medicare-fraud-strike-force-announces-charges-against-four-more-individuals-for-health-care-fraud-and-related-offenses/
Charges Filed Against Northern California Physician For Unlawfully Dispensing Oxycodone,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charges-filed-against-northern-california-physician-for-unlawfully-dispensing-oxycodone/
"Kinderhook Podiatrist Pleads Guilty to Health Care Fraud, Pays $410,000 to Resolve False Claims Act Liability","July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kinderhook-podiatrist-pleads-guilty-to-health-care-fraud-pays-410000-to-resolve-false-claims-act-liability/
National Health Care Fraud Takedown Includes Two Central Ohio Companies and Owners Charged with False Billing,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-takedown-includes-two-central-ohio-companies-and-owners-charged-with-false-billing/
"National Healthcare Fraud Takedown Results in Charges Against More Than 400 Individuals, Including Several Chicago-Area Medical Professionals","July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-healthcare-fraud-takedown-results-in-charges-against-more-than-400-individuals-including-several-chicago-area-medical-professionals/
Seventy-Seven Charged in Southern District of Florida as Part of Largest Health Care Fraud Action in Department of Justice History,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/seventy-seven-charged-in-southern-district-of-florida-as-part-of-largest-health-care-fraud-action-in-department-of-justice-history/
Twenty-Four Charged in Arkansas as Part of Largest Nationwide Health Care Fraud Enforcement Action in Department of Justice History,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/twenty-four-charged-in-arkansas-as-part-of-largest-nationwide-health-care-fraud-enforcement-action-in-department-of-justice-history/
U.S. Attorney Charges NW Alabama Compounding Pharmacy Sales Representatives in Prescription Fraud Conspiracy,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-attorney-charges-nw-alabama-compounding-pharmacy-sales-representatives-in-prescription-fraud-conspiracy/
Woman Indicted on Medicaid Fraud and Identity Theft Charges,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-indicted-on-medicaid-fraud-and-identity-theft-charges/
Miami-Based Physician Pleads Guilty for Role in Pain Pill Diversion and Medicare Fraud Scheme,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-based-physician-pleads-guilty-for-role-in-pain-pill-diversion-and-medicare-fraud-scheme/
National Health Care Fraud Takedown Results in Charges Against Over 412 Individuals Responsible for $1.3 Billion in Fraud Losses,"July 13, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/national-health-care-fraud-takedown-results-in-charges-against-over-412-individuals-responsible-for-13-billion-in-fraud-losses/
Rutledge Announces Arrest of Two Central Arkansas Women for Medicaid Fraud,"July 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-arrest-of-two-central-arkansas-women-for-medicaid-fraud/
Medicaid Fraud Takedown a Success in Louisiana,"July 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medicaid-fraud-takedown-a-success-in-louisiana/
Three Arrested In The Fort Wayne Area As Part Of the National Health Care Fraud Takedown,"July 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-arrested-in-the-fort-wayne-area-as-part-of-the-national-health-care-fraud-takedown/
"Two Austin Psychologists, Owners of Psychological A.R.T.S., P.C., and a Patient Recruiter Indicted for Federal Health Care Crimes","July 13, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-austin-psychologists-owners-of-psychological-arts-pc-and-a-patient-recruiter-indicted-for-federal-health-care-crimes/
Two Men Indicted in Medicare Fraud Scheme in Rio Grande Valley,"July 12, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-men-indicted-in-medicare-fraud-scheme-in-rio-grande-valley/
Drug Company Sales Rep Admits Role in Kickback Scheme Related to Fentanyl Spray Prescriptions,"July 11, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drug-company-sales-rep-admits-role-in-kickback-scheme-related-to-fentanyl-spray-prescriptions/
Woman Indicted for Running Health Care Fraud Scheme from Prison,"July 11, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-indicted-for-running-health-care-fraud-scheme-from-prison/
"Volunteer Medical Services Corps of Lansdale Agreed to Pay $26,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Ambulance Transport Services with an Uncertified Individual","July 11, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/volunteer-medical-services-corps-of-lansdale-agreed-to-pay-26000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-ambulance-transport-services-with-an-uncertified-individual/
Owner of Home Health Agency and Employee Arrested for Allegedly Stealing Nearly $2.7 Million From MassHealth,"July 11, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-agency-and-employee-arrested-for-allegedly-stealing-nearly-27-million-from-masshealth/
Brooklyn Pharmacy Owner/Operator Charged With Defrauding Medicare And Medicaid Programs Of Approximately $9 Million,"July 10, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-pharmacy-owneroperator-charged-with-defrauding-medicare-and-medicaid-programs-of-approximately-9-million/
Wal-Mart Pays $1.65M to Settle False Claims Act Allegations of Improper Medi Cal Billings,"July 7, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wal-mart-pays-165m-to-settle-false-claims-act-allegations-of-improper-medi-cal-billings/
Rutledge Announces Malvern Woman Sentenced for Medicaid Fraud,"July 7, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-malvern-woman-sentenced-for-medicaid-fraud/
Hamblen Co. Woman Charged with TennCare Fraud,"July 7, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hamblen-co-woman-charged-with-tenncare-fraud-2/
"Oklahoma City Mother and Son Sentenced to Prison for $770,000 Fraud Against Medicaid","July 7, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/oklahoma-city-mother-and-son-sentenced-to-prison-for-770000-fraud-against-medicaid/
Pennsylvania Hospice CEO Agrees to Voluntary Exclusion,"July 6, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/pennsylvania-hospice-ceo-agrees-to-voluntary-exclusion/
Texas Physicians and Practice Settle Case Involving Kickbacks,"July 6, 2017",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/texas-physicians-and-practice-settle-case-involving-kickbacks-2/
Defunct Philly Hospice's Owners/Operators to Pay Millions to Settle Civil False Claims Suit,"July 6, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/defunct-philly-hospices-ownersoperators-to-pay-millions-to-settle-civil-false-claims-suit/
Hospice Company To Pay $2 Million To Resolve Alleged False Claims Related To Unnecessary Hospice Care,"July 6, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-company-to-pay-2-million-to-resolve-alleged-false-claims-related-to-unnecessary-hospice-care/
Hospice to pay $2.4 Million to resolve False Claims Act Allegations,"July 6, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-to-pay-24-million-to-resolve-false-claims-act-allegations/
"Colorado Fire Protection District Agreed to Pay $30,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Ambulance Transport Services with Two Individuals with Expired Certifications","July 6, 2017",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/colorado-fire-protection-district-agreed-to-pay-30000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-ambulance-transport-services-with-two-individuals-with-expired-certifications/
Five People Charged with TennCare Fraud in Northeast Tennessee,"July 6, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/five-people-charged-with-tenncare-fraud-in-northeast-tennessee/
Three People in West Tennessee Charged with TennCare Fraud,"July 6, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-people-in-west-tennessee-charged-with-tenncare-fraud/
Nurse Imposter Pleads Guilty to Health Care Fraud,"July 6, 2017",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/nurse-imposter-pleads-guilty-to-health-care-fraud/
U.S. Reaches $8.3 Million Civil Settlement with Reliant Care Group and Reliant Affiliated Entities,"July 5, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/us-reaches-83-million-civil-settlement-with-reliant-care-group-and-reliant-affiliated-entities/
Carolina Healthcare System Agreems To Pay $6.5 Million To Settle False Claims Act Allegations,"June 30, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/carolina-healthcare-system-agreems-to-pay-65-million-to-settle-false-claims-act-allegations/
Former CFO of Health Insurance Company Sentenced to Prison for Embezzlement,"June 30, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-cfo-of-health-insurance-company-sentenced-to-prison-for-embezzlement/
Pain Management Doctor Arrested in Health Care Fraud Cases,"June 30, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pain-management-doctor-arrested-in-health-care-fraud-cases/
Physician Sentenced to 7 Years in Prison for Accepting Kickbacks and Failing to Remit Employment Taxes,"June 30, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physician-sentenced-to-7-years-in-prison-for-accepting-kickbacks-and-failing-to-remit-employment-taxes/
Detroit Area Medical Biller Sentenced to 50 Months in Prison for Her Role in a $7.3 Million Dollar Healthcare Fraud Scheme,"June 30, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/detroit-area-medical-biller-sentenced-to-50-months-in-prison-for-her-role-in-a-73-million-dollar-healthcare-fraud-scheme/
Durable Medical Equipment Manufacturer Agrees To Pay $2.715 Million To Resolve False Claims Allegations,"June 29, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/durable-medical-equipment-manufacturer-agrees-to-pay-2715-million-to-resolve-false-claims-allegations/
"Former WellCare, Inc. General Counsel Pleads Guilty To Making A False Statement To Florida Medicaid Program","June 28, 2017",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-wellcare-inc-general-counsel-pleads-guilty-to-making-a-false-statement-to-florida-medicaid-program/
